trip_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,City,passenger_count,pickup_day,pickup_month,pickup_year,pickup_hour,pickup_minute,pickup_second,fare_amount
23645,0.0,0.0,0.0,0.0,New York,1,6,12,2013,6,22,5,10.5
23646,-74.00885,40.704205,-73.99464,40.75043,New York,2,13,11,2009,17,56,38,15.7
23647,-73.95412,40.787296,-73.93976,40.840893,New York,1,24,1,2015,14,53,12,18.0
23648,-73.97957,40.764565,-73.978165,40.7539,New York,1,9,9,2009,8,35,23,6.1
23649,-73.968285,40.75885,-73.95112,40.779198,New York,1,6,10,2009,23,16,9,6.1
23650,-73.979965,40.781036,-73.95605,40.784557,New York,1,2,10,2010,9,23,52,8.1
23651,-73.97941,40.766186,-73.96767,40.77274,New York,1,1,10,2012,9,20,26,5.5
23652,-73.97842,40.745262,-73.99063,40.75135,New York,6,15,12,2013,12,33,0,6.5
23653,-73.99433,40.724865,-73.99192,40.737904,New York,1,25,1,2011,9,57,5,5.7
23654,-73.98306,40.742744,-73.97927,40.739918,New York,1,19,1,2013,0,20,5,3.0
23655,-73.994514,40.740532,-73.95582,40.817043,New York,2,6,9,2010,14,39,36,38.27
23656,-73.99841,40.681923,-73.98033,40.67639,New York,1,15,5,2011,18,8,0,4.9
23657,-73.97081,40.752483,-73.98247,40.74864,New York,1,10,4,2013,8,43,10,8.0
23658,-73.9974,40.72601,-73.98469,40.72026,New York,1,23,11,2014,23,27,0,6.0
23659,-73.98569,40.75785,-73.9502,40.769573,New York,1,6,1,2011,22,58,13,10.1
23660,0.0,0.0,0.0,0.0,New York,1,31,10,2012,11,31,0,100.0
23661,-73.98074,40.76055,-74.00067,40.726273,New York,1,23,3,2015,19,13,41,20.5
23662,-73.97058,40.77971,-73.97405,40.762283,New York,1,27,5,2010,16,41,0,6.1
23663,-73.87297,40.773884,-73.98535,40.75602,New York,1,26,1,2011,14,35,7,27.7
23664,0.0,0.0,0.0,0.0,New York,3,9,11,2012,17,33,51,5.5
23665,-73.99762,40.765305,-73.77594,40.759415,New York,4,23,12,2012,10,35,58,43.5
23666,-73.97393,40.754673,-73.98231,40.74297,New York,1,26,3,2009,18,36,0,4.9
23667,-73.9829,40.738956,-74.00485,40.718784,New York,1,7,8,2009,8,31,7,8.9
23668,-73.981186,40.741592,-73.92207,40.777046,New York,5,3,1,2010,1,8,0,14.9
23669,-73.99912,40.734142,-73.98545,40.723507,New York,1,22,7,2011,10,58,0,6.5
23670,-74.00638,40.733494,-73.990944,40.738308,New York,1,25,1,2012,9,20,0,6.9
23671,-73.97387,40.763447,-73.97766,40.753643,New York,1,6,2,2012,19,3,0,4.9
23672,-73.98494,40.736385,-73.9771,40.752144,New York,1,5,2,2013,6,35,48,6.0
23673,0.0,0.0,0.0,0.0,New York,1,1,5,2015,19,23,35,7.0
23674,-73.95799,40.76862,-73.97786,40.783108,New York,2,26,2,2009,15,51,0,9.3
23675,-73.98609,40.722412,-73.98704,40.73647,New York,5,2,10,2009,8,47,0,6.9
23676,-73.9752,40.755177,-73.9632,40.771084,New York,1,27,3,2012,18,31,0,8.5
23677,-74.00423,40.742344,-73.990234,40.746487,New York,5,11,4,2012,18,15,0,7.3
23678,-73.99375,40.72438,-73.96999,40.79463,New York,2,21,5,2012,0,49,30,18.1
23679,-73.98501,40.769135,-73.95483,40.765415,New York,1,20,3,2013,22,17,44,12.0
23680,-73.98729,40.78552,-73.9785,40.772457,New York,2,13,2,2011,10,51,0,6.5
23681,-73.98269,40.72306,-73.9763,40.788307,New York,1,7,7,2011,21,16,12,16.9
23682,-73.97828,40.766434,-73.97509,40.755905,New York,1,1,4,2014,20,12,17,7.5
23683,-73.98707,40.764305,-73.937256,40.82097,New York,1,26,7,2014,3,59,33,21.0
23684,-73.93005,40.81333,-73.949684,40.802208,New York,1,18,1,2009,17,53,27,6.9
23685,-73.991684,40.75017,-73.99183,40.731483,New York,1,7,5,2013,9,5,31,7.5
23686,-73.9858,40.757347,-74.17494,40.661163,New York,2,12,2,2014,11,55,39,76.5
23687,-73.97213,40.747303,-73.98029,40.744144,New York,1,16,1,2009,22,33,17,5.0
23688,-73.973785,40.784515,-73.95316,40.779846,New York,2,8,11,2013,22,21,44,8.0
23689,-73.99936,40.73404,-73.98649,40.74571,New York,1,21,10,2009,1,14,33,5.7
23690,-73.98481,40.753193,-74.00683,40.730743,New York,1,24,8,2010,6,54,0,7.7
23691,-73.98639,40.77337,-73.985634,40.76251,New York,2,8,12,2010,11,11,0,6.5
23692,-73.99465,40.726006,-73.955246,40.765903,New York,1,5,6,2012,15,20,10,12.5
23693,-73.97281,40.757175,-73.98751,40.725594,New York,1,12,11,2012,11,4,0,11.5
23694,-73.99411,40.75139,-74.0029,40.76041,New York,1,21,1,2015,20,16,33,7.5
23695,-73.995995,40.73844,-73.96927,40.693157,New York,5,23,9,2009,19,47,0,14.9
23696,-73.979065,40.744736,-73.99127,40.7491,New York,1,22,7,2011,14,23,16,12.5
23697,0.0,0.0,0.0,0.0,New York,1,30,11,2011,13,26,0,10.5
23698,-73.98876,40.758293,-73.990715,40.733055,New York,1,16,8,2013,22,56,58,13.0
23699,-73.99161,40.75895,-73.98222,40.73934,New York,2,6,11,2009,23,55,32,8.5
23700,-74.00365,40.743526,-73.98728,40.72528,New York,1,4,3,2010,22,12,49,8.1
23701,-73.98237,40.677273,-74.002754,40.656082,New York,1,14,10,2013,21,34,48,9.0
23702,-74.000336,40.732338,-73.959114,40.68447,New York,2,22,10,2014,0,38,0,18.5
23703,-73.98222,40.76906,-73.98449,40.714577,New York,1,8,4,2012,3,35,0,15.7
23704,-73.98615,40.7531,-73.980415,40.761887,New York,1,17,3,2014,16,8,21,6.0
23705,-73.96185,40.770912,-73.95983,40.75852,New York,6,19,12,2014,17,9,0,9.0
23706,-73.96533,40.758865,-73.99109,40.750366,New York,2,21,1,2011,17,28,43,13.7
23707,-73.942245,40.754093,-73.935074,40.769596,New York,1,13,3,2011,23,56,28,5.7
23708,-74.03277,40.698334,-73.95778,40.776627,New York,1,7,9,2010,13,9,27,9.3
23709,-73.99417,40.75162,-73.98698,40.744022,New York,1,4,8,2012,18,40,0,10.5
23710,-73.93286,40.756935,-73.93286,40.756935,New York,1,6,7,2009,7,16,57,2.5
23711,-73.979546,40.730106,-73.99494,40.751854,New York,1,13,6,2013,17,46,46,14.0
23712,-73.97825,40.76647,-73.870575,40.77385,New York,1,7,2,2011,16,4,0,32.1
23713,-73.984375,40.751812,-73.93492,40.79657,New York,2,1,8,2012,23,58,37,12.5
23714,-74.00391,40.733543,-73.996124,40.74681,New York,1,22,12,2012,12,29,0,6.5
23715,-73.95507,40.71408,-73.94321,40.707493,New York,5,23,1,2010,23,9,0,5.3
23716,-73.86931,40.772697,-73.94676,40.8084,New York,1,2,10,2012,20,57,0,27.8
23717,-74.01532,40.71054,-74.00037,40.732475,New York,2,20,12,2012,8,6,33,10.0
23718,-73.87305,40.773945,-73.968925,40.757675,New York,1,8,1,2013,10,26,0,34.3
23719,-73.98787,40.74952,-73.9789,40.75296,New York,5,21,6,2013,20,3,0,5.5
23720,-73.94243,40.806305,-73.974365,40.759304,New York,1,12,8,2010,6,58,28,4.1
23721,-73.967766,40.68797,-73.99166,40.684956,New York,1,25,6,2011,12,9,0,7.7
23722,-73.97982,40.722717,-73.99082,40.766033,New York,1,12,2,2013,19,40,0,19.5
23723,-73.99425,40.722393,-73.992615,40.737556,New York,1,23,12,2012,20,15,43,7.5
23724,-73.98096,40.75064,-73.990845,40.72949,New York,1,19,11,2012,9,30,0,10.0
23725,-73.99341,40.74302,-73.9979,40.745106,New York,1,12,5,2009,17,36,24,3.3
23726,-74.001274,40.73657,-73.98381,40.74613,New York,1,11,1,2012,7,22,0,7.3
23727,-74.00352,40.732254,-74.007195,40.72553,New York,2,24,7,2010,3,8,0,4.1
23728,-73.96937,40.75761,-73.90646,40.73863,New York,4,31,7,2011,4,34,55,12.5
23729,-73.97874,40.75533,-74.01003,40.720146,New York,1,8,11,2011,15,4,37,14.1
23730,-73.99277,40.755306,-73.98088,40.759686,New York,1,19,12,2013,8,16,30,5.5
23731,-73.99365,40.746494,-74.00193,40.740368,New York,1,27,2,2013,9,51,4,4.0
23732,-73.98988,40.679474,-73.97473,40.69564,New York,1,17,12,2013,21,42,14,9.0
23733,-73.99506,40.745552,-73.99511,40.7498,New York,6,10,11,2014,16,15,0,4.5
23734,-73.971375,40.75774,-73.97461,40.753036,New York,1,12,2,2011,17,31,0,3.3
23735,-73.97193,40.7657,-73.99937,40.753605,New York,1,19,10,2011,8,58,43,11.7
23736,-73.98795,40.72247,-73.98237,40.73938,New York,1,2,12,2011,2,52,27,6.5
23737,-73.954994,40.777847,-73.97091,40.758408,New York,1,9,12,2011,19,52,37,10.9
23738,-73.96346,40.803772,0.0,0.0,New York,1,25,3,2015,14,16,48,2.5
23739,-74.00055,40.720818,-73.99031,40.74693,New York,1,11,5,2011,15,25,39,9.7
23740,-73.963905,40.76051,-73.98499,40.758644,New York,1,26,7,2009,23,27,0,6.9
23741,-73.98255,40.77316,-73.96172,40.770226,New York,1,21,5,2010,19,2,19,5.3
23742,-73.97861,40.745438,-73.99252,40.76873,New York,1,5,4,2011,14,20,0,18.5
23743,-73.94648,40.772408,-73.99943,40.76139,New York,2,20,4,2010,19,29,33,14.9
23744,-73.94985,40.78445,-73.96528,40.772736,New York,1,12,9,2013,5,42,2,6.0
23745,-73.98678,40.730015,-73.98967,40.735283,New York,1,10,4,2014,5,44,34,5.0
23746,-73.98095,40.74457,-73.98637,40.7264,New York,1,26,7,2014,1,53,0,7.0
23747,-73.97736,40.759262,-73.99023,40.717773,New York,1,11,9,2009,21,58,47,15.3
23748,-73.96296,40.77164,-73.96597,40.767555,New York,5,8,2,2010,8,58,0,10.9
23749,-73.9821,40.74603,-73.987,40.73966,New York,2,22,12,2014,22,21,0,4.0
23750,-73.97268,40.764164,-73.984886,40.759987,New York,1,11,4,2009,15,24,0,7.3
23751,-73.98276,40.748295,-73.971886,40.763264,New York,1,9,7,2010,19,55,0,4.9
23752,-73.99331,40.747124,-74.00828,40.745525,New York,1,22,7,2010,18,58,0,8.1
23753,-73.96234,40.779114,-73.96205,40.779453,New York,1,5,8,2014,15,23,0,12.5
23754,-73.95914,40.77476,-73.95658,40.768303,New York,1,20,5,2012,15,42,40,4.1
23755,-74.00541,40.706203,-73.951096,40.7778,New York,1,6,8,2014,19,40,0,20.0
23756,-73.98942,40.742115,-73.99243,40.73385,New York,1,5,1,2015,19,13,29,4.0
23757,-73.98096,40.75119,-73.994484,40.755207,New York,1,10,3,2009,15,50,20,5.7
23758,-73.98613,40.746338,-73.986534,40.730072,New York,1,9,7,2009,19,42,0,7.3
23759,-73.99339,40.736507,-73.990265,40.756714,New York,1,13,9,2009,12,39,6,6.5
23760,-73.97216,40.756405,-73.96182,40.764317,New York,5,14,12,2009,22,0,0,5.7
23761,-74.00093,40.73088,-73.94736,40.775566,New York,1,14,10,2010,19,49,26,16.9
23762,-73.97756,40.746304,-73.95349,40.76732,New York,1,11,7,2012,11,44,0,9.7
23763,-73.96889,40.764423,-73.96149,40.774143,New York,1,24,7,2010,18,17,58,5.7
23764,-73.978745,40.751503,-73.99254,40.74074,New York,2,23,8,2011,17,6,12,9.7
23765,-74.00422,40.740505,-73.93033,40.755825,New York,3,30,11,2013,2,4,0,21.0
23766,-73.96281,40.76325,-73.983116,40.76518,New York,2,13,6,2014,16,17,7,7.5
23767,-73.96454,40.76051,-73.967,40.757133,New York,1,24,3,2015,19,17,43,3.5
23768,-74.000725,40.74738,-74.00585,40.74348,New York,1,18,4,2010,22,36,54,3.3
23769,-73.9725,40.755444,-73.9904,40.75734,New York,5,18,10,2011,21,0,0,6.1
23770,-74.00178,40.74608,-73.98053,40.75565,New York,2,1,8,2014,7,37,0,9.0
23771,-73.991745,40.74978,-73.97104,40.74813,New York,1,12,9,2010,4,34,54,16.5
23772,-73.98607,40.757725,-73.998604,40.728474,New York,5,15,2,2012,1,31,0,7.7
23773,-73.98035,40.765327,-73.98476,40.760883,New York,2,29,10,2009,22,36,18,3.7
23774,-74.00788,40.70317,-73.98994,40.751507,New York,2,31,1,2010,12,19,0,17.7
23775,-73.98828,40.722965,-73.99588,40.74167,New York,5,17,11,2013,8,32,0,9.5
23776,-73.99437,40.742004,-74.00193,40.725784,New York,1,12,5,2014,9,30,0,10.0
23777,-73.988174,40.7491,-73.98713,40.765354,New York,2,29,5,2015,21,8,59,8.0
23778,-73.96148,40.769257,-73.96318,40.803806,New York,1,8,2,2012,9,31,48,13.3
23779,-74.00936,40.71532,-73.99456,40.750633,New York,1,14,2,2010,12,19,36,10.5
23780,-73.99011,40.746452,-73.9842,40.75536,New York,1,17,4,2012,14,8,44,7.3
23781,-73.86385,40.769684,-73.60348,40.73374,New York,2,11,11,2014,16,27,0,82.5
23782,-74.00267,40.73967,-73.94741,40.775593,New York,2,19,8,2012,2,0,8,14.1
23783,-73.97366,40.74779,-74.00456,40.70825,New York,1,23,9,2012,22,43,9,14.0
23784,0.0,0.0,0.0,0.0,New York,1,9,11,2012,19,24,0,10.5
23785,-73.994064,40.751274,-73.990395,40.76909,New York,1,4,12,2010,10,22,0,7.7
23786,-73.97548,40.75118,-74.000465,40.76197,New York,5,7,5,2011,20,56,0,7.3
23787,-73.97293,40.760822,-73.96694,40.768494,New York,1,27,7,2013,15,7,26,4.0
23788,-73.97882,40.782417,-73.98498,40.719097,New York,1,12,9,2009,21,42,31,18.5
23789,-73.94962,40.771065,-73.96037,40.77894,New York,1,7,3,2014,10,44,47,5.5
23790,-73.96069,40.77583,-73.969315,40.764187,New York,1,13,7,2011,9,34,40,7.3
23791,-73.98388,40.769707,-73.98742,40.776196,New York,2,4,12,2011,10,40,32,4.1
23792,-73.988914,40.730736,-74.00458,40.70723,New York,1,22,4,2012,16,42,24,8.5
23793,-73.78833,40.647247,-73.96084,40.75873,New York,1,8,8,2012,8,14,0,45.0
23794,-73.985756,40.767693,-73.97803,40.75799,New York,1,6,12,2012,7,23,0,7.0
23795,-73.98144,40.74993,-73.95005,40.775608,New York,1,1,9,2009,21,17,0,9.3
23796,-73.99155,40.74977,-73.97545,40.75684,New York,1,14,9,2009,21,10,3,6.1
23797,-73.976524,40.75061,-73.9728,40.75911,New York,1,14,4,2011,8,40,54,5.3
23798,-73.98249,40.761806,-73.97333,40.76363,New York,1,17,11,2011,11,18,21,8.1
23799,-73.987785,40.73242,-73.92713,40.655556,New York,1,1,5,2014,22,43,58,27.5
23800,-73.975296,40.770107,-73.96856,40.77509,New York,1,29,3,2010,20,21,0,12.5
23801,-73.98065,40.73397,-73.9768,40.751926,New York,1,11,11,2011,8,22,57,6.9
23802,-73.97877,40.745113,-73.98613,40.74806,New York,1,9,10,2012,21,19,4,5.0
23803,-73.97572,40.760487,-73.982285,40.76339,New York,1,8,10,2009,22,52,0,5.7
23804,-74.00388,40.723953,-73.992905,40.732224,New York,1,9,10,2013,10,47,0,7.5
23805,-73.97168,40.79202,-73.965546,40.806274,New York,3,14,8,2009,20,33,0,4.9
23806,-74.00675,40.74887,-73.98825,40.769684,New York,1,30,11,2014,12,12,51,10.0
23807,-74.00555,40.7405,-73.991714,40.731667,New York,1,31,5,2013,10,40,0,7.5
23808,-73.98389,40.760147,-73.99178,40.74961,New York,1,19,4,2014,7,5,7,4.5
23809,-73.987885,40.759026,-73.9859,40.766235,New York,1,25,4,2010,13,20,43,4.1
23810,-73.959236,40.769302,-73.96433,40.759808,New York,5,21,4,2012,20,59,0,4.9
23811,-73.99731,40.716797,-73.99226,40.694324,New York,1,1,1,2013,20,3,43,9.0
23812,-73.98591,40.72666,-73.95654,40.7811,New York,1,1,6,2011,8,44,0,14.1
23813,-73.98218,40.76268,-73.99049,40.751923,New York,1,31,5,2012,10,19,41,4.9
23814,-73.97352,40.755054,-73.82739,40.837624,New York,2,24,6,2012,4,46,33,27.7
23815,-73.99489,40.760292,-73.956215,40.76978,New York,2,20,7,2014,22,21,57,14.0
23816,-73.95923,40.774426,-73.95217,40.781384,New York,0,6,2,2012,15,31,54,4.5
23817,-73.957756,40.776638,-73.97824,40.783348,New York,1,2,11,2013,13,11,0,7.5
23818,-73.99196,40.750107,-73.97999,40.73497,New York,2,9,8,2014,12,41,0,8.0
23819,-73.96271,40.760853,-73.95488,40.76535,New York,1,21,3,2012,7,52,56,4.9
23820,-73.98611,40.722477,-73.94736,40.7646,New York,1,28,12,2010,23,30,23,17.3
23821,-73.961235,40.8019,-73.973114,40.785126,New York,1,18,3,2012,18,26,0,5.7
23822,-73.97419,40.78356,-73.97322,40.7578,New York,5,24,12,2013,15,46,0,10.5
23823,-73.983604,40.74244,-73.964806,40.68302,New York,1,1,2,2011,22,30,0,16.5
23824,-74.00469,40.734535,-74.00201,40.709377,New York,1,20,8,2013,23,4,46,8.5
23825,-73.975975,40.78908,-73.95405,40.774918,New York,2,8,8,2009,16,55,17,6.5
23826,-73.8723,40.77406,-74.01418,40.64377,New York,1,1,6,2010,13,7,12,34.1
23827,-73.98074,40.75987,-73.97345,40.74708,New York,1,9,9,2012,4,36,0,7.5
23828,-73.984856,40.751396,-73.98239,40.768276,New York,1,8,6,2011,9,0,0,7.7
23829,-73.98939,40.72627,-73.98621,40.715786,New York,6,2,4,2012,9,31,0,6.5
23830,-73.97786,40.75801,-73.98555,40.74704,New York,1,22,4,2014,13,4,0,5.5
23831,-73.957985,40.77492,-73.96091,40.769825,New York,3,2,7,2009,19,9,52,3.7
23832,-74.00569,40.727264,-73.99562,40.721638,New York,1,3,1,2013,19,35,9,5.5
23833,-73.98313,40.739677,-73.98175,40.75387,New York,1,2,4,2014,8,35,0,10.5
23834,-73.99621,40.75384,-74.01028,40.71043,New York,2,25,9,2014,16,1,41,17.0
23835,-73.96744,40.79315,-73.97131,40.7978,New York,6,5,10,2014,1,0,0,4.5
23836,-73.99145,40.72686,-74.00018,40.742825,New York,1,14,8,2010,1,6,0,6.5
23837,0.0,0.0,0.0,0.0,New York,1,6,5,2015,14,58,29,32.0
23838,-74.01464,40.709785,-74.01266,40.707935,New York,1,8,6,2010,17,18,0,2.9
23839,-73.9624,40.7787,-73.9948,40.7317,New York,3,29,7,2011,18,20,54,15.3
23840,-73.94447,40.77971,-73.974335,40.73715,New York,1,23,9,2012,13,10,29,12.5
23841,-74.00017,40.73041,-73.95346,40.736053,New York,1,25,11,2010,3,46,28,15.3
23842,-73.979485,40.77152,-73.97077,40.757328,New York,1,28,2,2014,15,43,0,11.0
23843,-73.776726,40.645348,-73.94955,40.706757,New York,2,22,6,2014,23,7,0,47.0
23844,-73.992805,40.748726,-73.97504,40.75446,New York,1,3,12,2014,10,24,39,9.5
23845,-73.997406,40.763813,-73.982056,40.77537,New York,1,1,6,2012,22,2,53,6.1
23846,-73.964584,40.756214,-73.989815,40.75652,New York,2,15,9,2013,10,36,7,9.5
23847,-73.98684,40.733032,-74.00582,40.741222,New York,1,1,7,2012,1,49,0,7.7
23848,-73.9565,40.781635,-73.96188,40.776264,New York,1,16,12,2014,17,41,25,4.5
23849,-73.99774,40.73593,-73.983376,40.760082,New York,1,24,7,2009,5,41,0,6.1
23850,-73.939995,40.80099,-73.9938,40.759773,New York,1,25,2,2010,5,42,57,13.3
23851,-73.94726,40.783985,-74.005356,40.70607,New York,1,9,6,2011,6,41,0,18.1
23852,-73.97779,40.786457,-73.97223,40.757412,New York,1,21,12,2011,11,24,0,11.7
23853,-74.00435,40.707394,-74.01363,40.715015,New York,1,4,4,2012,13,31,54,8.1
23854,-73.97294,40.759903,-73.96196,40.778008,New York,1,24,7,2013,22,21,16,6.5
23855,-73.99435,40.732346,-73.986305,40.740543,New York,1,16,4,2014,8,44,57,6.0
23856,-73.99672,40.744595,-73.98861,40.73153,New York,1,22,5,2011,12,50,57,6.9
23857,-73.96104,40.769047,-73.98211,40.75727,New York,4,16,9,2011,8,9,0,8.5
23858,-73.93492,40.76182,-73.91932,40.759106,New York,2,20,9,2013,15,28,0,12.0
23859,-73.998055,40.756184,-74.00553,40.750977,New York,1,5,11,2013,15,57,59,5.0
23860,-73.96917,40.785187,-73.96747,40.7578,New York,1,19,8,2009,22,43,56,2.5
23861,-73.99125,40.750366,-73.98797,40.735104,New York,5,26,5,2012,17,52,0,6.5
23862,-73.98399,40.762154,-73.990425,40.761883,New York,1,18,2,2015,18,4,17,4.0
23863,-73.96558,40.758938,-73.97364,40.74954,New York,1,17,9,2009,9,22,54,5.3
23864,-73.97233,40.753483,-73.985405,40.75748,New York,6,27,1,2012,22,55,0,5.3
23865,-73.97739,40.746513,-73.95552,40.77864,New York,1,9,2,2014,19,20,28,11.0
23866,-73.98867,40.76003,-74.01535,40.704792,New York,1,9,6,2014,12,18,0,22.0
23867,-73.985466,40.74188,-73.98946,40.757275,New York,1,20,9,2013,7,57,17,8.5
23868,-73.99682,40.73732,-73.985,40.734898,New York,1,1,12,2009,22,19,42,5.3
23869,-74.00464,40.74187,-73.98025,40.76131,New York,2,20,1,2010,13,18,41,10.5
23870,-73.989624,40.746693,-74.00985,40.702156,New York,1,26,8,2010,14,26,0,14.1
23871,-73.78204,40.644756,-73.73147,40.79352,New York,1,12,6,2012,16,48,0,44.9
23872,-74.00937,40.73811,-74.00005,40.73048,New York,1,15,3,2014,18,56,0,8.0
23873,-73.99627,40.754158,-73.97583,40.777878,New York,1,17,7,2012,12,3,27,10.1
23874,-73.97376,40.764282,-73.99136,40.750244,New York,1,25,5,2010,9,56,36,8.1
23875,-73.922554,40.737904,-73.922554,40.737904,New York,1,1,3,2011,20,42,0,3.7
23876,-73.99402,40.751156,-74.00261,40.760666,New York,5,16,4,2011,16,27,0,6.9
23877,-74.006615,40.7442,-74.007805,40.75161,New York,1,22,11,2011,9,50,0,4.5
23878,-73.98821,40.75947,-73.9795,40.784367,New York,1,3,9,2012,11,12,0,7.7
23879,-73.97604,40.752438,-73.97428,40.756676,New York,1,10,1,2014,21,23,36,5.0
23880,-73.97588,40.760677,-73.96759,40.752186,New York,2,6,7,2014,17,37,0,7.0
23881,-74.008545,40.705788,-73.98526,40.722435,New York,1,16,7,2014,21,37,50,15.0
23882,-73.98835,40.727802,-73.98618,40.71893,New York,1,24,10,2014,21,29,0,7.0
23883,-73.966515,40.76476,-73.96198,40.779514,New York,2,21,2,2012,11,27,5,6.1
23884,-73.8629,40.76901,-73.97192,40.7572,New York,1,2,5,2012,12,34,58,36.9
23885,-74.00417,40.742546,-74.004616,40.71662,New York,1,12,9,2013,15,30,18,12.0
23886,-73.967735,40.75601,-73.988235,40.74705,New York,1,12,12,2013,15,54,40,11.5
23887,-73.95494,40.777695,-73.96516,40.766617,New York,1,11,12,2014,15,33,10,10.5
23888,-74.00434,40.74297,-73.94816,40.79544,New York,1,19,4,2010,21,7,0,15.3
23889,-73.98744,40.73322,-73.99944,40.738598,New York,1,5,11,2010,21,15,6,4.5
23890,-73.98305,40.739017,-73.94684,40.784184,New York,1,22,6,2012,20,51,0,13.7
23891,-73.95588,40.779316,-73.98398,40.742336,New York,1,13,1,2010,13,57,28,11.7
23892,-73.96507,40.77552,-73.99742,40.74217,New York,2,13,7,2010,22,6,0,10.1
23893,-73.9864,40.673023,-73.98603,40.74015,New York,1,28,1,2012,12,30,0,20.5
23894,-73.986946,40.76261,-73.96028,40.76183,New York,1,11,12,2013,22,50,0,10.5
23895,-73.95087,40.77065,-73.98218,40.76865,New York,1,12,1,2015,7,12,25,10.5
23896,-73.994675,40.745388,-73.982445,40.774612,New York,1,29,9,2009,12,20,31,11.7
23897,-74.00889,40.73103,-73.99757,40.722404,New York,2,15,9,2011,10,33,4,8.1
23898,-73.99697,40.74732,-73.97337,40.790176,New York,1,6,2,2012,17,43,14,10.5
23899,-73.98829,40.73776,-73.990685,40.748688,New York,1,24,2,2012,18,53,54,5.3
23900,-73.955315,40.72008,-73.96288,40.711906,New York,2,6,12,2014,5,9,24,4.5
23901,-73.97738,40.75366,-73.991844,40.75018,New York,1,13,2,2013,17,17,56,13.0
23902,-73.96455,40.715675,-73.95275,40.707127,New York,1,16,9,2013,0,34,14,5.5
23903,-73.965515,40.79071,-73.956894,40.777763,New York,3,29,5,2009,22,25,25,6.1
23904,-73.96807,40.801273,-73.99493,40.75008,New York,1,17,2,2011,17,46,9,19.7
23905,-73.99237,40.753773,-74.00464,40.734135,New York,1,29,5,2013,14,19,48,10.5
23906,-73.98794,40.76303,-73.86487,40.770424,New York,1,6,5,2015,11,6,42,42.04
23907,-73.98751,40.755676,-73.99118,40.74297,New York,1,29,7,2011,15,41,49,6.1
23908,-73.92787,40.74443,-73.970695,40.75212,New York,1,25,5,2013,3,34,0,12.5
23909,-73.98945,40.762627,-73.97724,40.753735,New York,2,7,9,2013,20,45,16,6.5
23910,-73.97941,40.744312,-73.974594,40.750977,New York,1,5,11,2013,14,22,0,6.0
23911,-73.98309,40.738926,-73.98309,40.738926,New York,1,27,3,2015,9,42,33,6.0
23912,-73.9674,40.76059,-73.96123,40.77691,New York,1,24,8,2009,16,59,8,6.1
23913,-73.95767,40.776806,-73.97468,40.755676,New York,1,7,9,2010,10,53,0,8.9
23914,-73.98214,40.69158,-73.96896,40.693993,New York,1,30,9,2012,1,39,0,4.5
23915,-73.980354,40.780376,-73.96573,40.77195,New York,5,19,12,2013,15,55,0,14.0
23916,-73.9667,40.794342,-73.98441,40.780056,New York,1,21,7,2014,16,33,0,7.5
23917,-73.95576,40.785244,-74.00767,40.718502,New York,1,27,6,2010,21,31,0,18.5
23918,-73.99065,40.763474,-73.97678,40.78257,New York,5,27,9,2010,16,52,0,5.7
23919,-73.95459,40.773884,-73.98769,40.768864,New York,1,27,3,2011,18,17,3,10.5
23920,-73.99505,40.739677,-73.989365,40.74711,New York,1,2,12,2011,13,49,0,5.3
23921,-73.9878,40.748165,-74.00426,40.74244,New York,1,18,1,2014,1,21,38,8.5
23922,-73.9695,40.757797,-73.97466,40.753345,New York,1,11,10,2010,15,8,32,4.1
23923,-74.0047,40.77258,-74.00302,40.76882,New York,5,13,2,2011,17,5,0,4.1
23924,40.75736,-73.98574,40.75014,-73.99137,New York,1,22,5,2013,15,12,0,5.0
23925,-73.95994,40.773663,-73.97097,40.758694,New York,2,18,6,2014,17,56,40,8.5
23926,-73.99902,40.72799,-73.98698,40.718315,New York,1,29,12,2012,15,31,20,8.0
23927,-73.97854,40.777435,-73.98732,40.76547,New York,1,24,10,2012,18,2,40,6.0
23928,-73.98921,40.768223,-73.99312,40.72296,New York,1,19,4,2014,19,59,22,18.5
23929,-73.97272,40.751545,-73.99284,40.767776,New York,1,18,9,2014,19,1,49,11.0
23930,-73.918175,40.770206,-73.90931,40.7634,New York,1,20,5,2013,23,39,28,5.5
23931,-73.98836,40.753643,-73.99803,40.74081,New York,1,17,2,2009,14,20,0,4.5
23932,-73.99192,40.738297,-73.9786,40.75233,New York,1,27,12,2009,10,39,0,6.1
23933,-74.01236,40.71601,-73.96919,40.761024,New York,1,10,11,2011,7,44,42,16.9
23934,-73.96727,40.769196,-73.96143,40.77016,New York,1,2,1,2009,13,49,0,3.3
23935,-73.99783,40.74033,-73.99144,40.733677,New York,1,7,3,2011,16,30,0,4.9
23936,-73.97299,40.785275,-73.9789,40.74078,New York,5,28,5,2011,2,56,0,11.3
23937,-73.982605,40.746758,-73.979256,40.761265,New York,1,29,11,2011,8,20,0,7.3
23938,-73.99669,40.724533,-73.9319,40.797928,New York,1,8,6,2015,20,53,54,23.5
23939,0.0,0.0,0.0,0.0,New York,2,6,3,2014,13,5,0,10.0
23940,-73.98227,40.771652,-73.98078,40.752316,New York,2,11,2,2013,11,38,22,13.5
23941,-73.97806,40.74564,-73.97732,40.751606,New York,1,20,11,2010,0,58,0,3.7
